ID,性别,年级,专业,使用时长,主要使用场景,使用态度,提问能力,信息核实,效率提升,使用ChatGPT_闭卷课程,使用ChatGPT_闭卷成绩,使用ChatGPT_开卷课程,使用ChatGPT_开卷成绩,不使用ChatGPT_闭卷课程,不使用ChatGPT_闭卷成绩,不使用ChatGPT_开卷课程,不使用ChatGPT_开卷成绩,学习渠道_1,学习渠道_2,学习渠道_3,学习渠道_4,学习渠道_5,Q15_知识联系,Q16_减轻负担,Q17_反思方法,Q18_批判审视,Q19_问题解决,Q20_深度思考,Q21_主动查证,Q22_激发创意,Q23_信息素养,Q24_掌控感,Q25_胜任感,Q26_归属感,Q27_兴趣提升,Q28_减轻焦虑,Q29_依赖内疚,Q30_担心落后,Q31_探索乐趣,Q32_弥补漏洞,Q33_个性化,Q34_情感不可替代,Q35_教学方法改革,Q36_融入课堂,Q37_注重过程,Q38_角色转变,Q39_担心关注减少,Q40_利大于弊,Q41_平衡使用,Q42_职业重要,Q43_隐私担忧,Q44_制定规则,Q45_支持课程,Q46_减少讨论,Q47_促进公平,Q48_加剧不平等,Q49_驾驭AI,Q50_未来乐观,Q51_思维不可替代,使用时长_数值,使用态度_数值,提问能力_数值,信息核实_数值,效率提升_数值,认知特质,动机特质,教学特质,综合特质
RESP_936,男,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,编程辅助与代码调试,中立,一般,很少会,提升非常大,离散数学,87,人工智能导论,94,数据库原理,91,自然语言处理,91,1,0,1,0,0,C,A,C,B,B,D,D,C,B,B,D,C,D,C,B,E,C,E,E,E,D,D,E,E,B,D,A,B,C,D,A,D,C,C,B,A,A,3,3,3,2,5,0.409040477,0.580614434,1.682895509,-0.33734889
RESP_937,男,2022级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,非常积极,比较强,总是会,提升非常大,计算机网络,80,人工智能导论,88,人工智能基础,83,物联网导论,86,1,1,0,0,0,A,A,C,B,C,B,A,B,C,D,D,C,E,E,B,E,E,A,B,C,E,A,B,D,C,E,D,E,E,E,E,B,E,E,E,E,E,3,5,4,5,5,-1.01806156,0.893354567,-1.14913709,1.869405812
RESP_938,女,2024级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,很少会,提升较大,宏观经济学,80,消费者行为学,88,组织行为学,83,领导力开发,84,0,1,1,1,1,B,B,C,E,D,C,C,E,E,A,A,C,B,B,C,B,A,A,D,D,D,D,C,D,D,B,C,B,B,C,B,B,B,B,A,D,B,4,5,3,2,4,-0.301453427,-0.907444546,0.880108704,-0.882597501
RESP_939,女,2021级及以前,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,比较强,有时会,一般,中国文学史,82,纪录片研究,90,古典文献学,87,传播心理学,86,1,0,0,0,1,B,C,D,D,B,B,B,C,A,B,B,D,D,B,E,C,B,A,C,C,D,D,D,D,B,A,A,B,A,A,A,C,A,A,B,A,B,4,4,4,3,3,-0.465609754,-0.391415055,-0.072409379,-2.380691588
RESP_940,男,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,非常消极,一般,经常会,提升较大,语用学,82,旅游外语,89,语言学概论,85,同声传译基础,87,0,1,1,1,1,B,B,C,C,A,B,C,B,A,A,A,A,A,D,A,A,A,D,E,B,E,E,C,D,B,B,A,A,B,B,D,A,C,A,C,A,C,2,1,3,4,4,-0.967521801,-2.399037897,-0.060467301,-0.850760867
RESP_941,女,2023级,外语类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,一般,有时会,一般,外国文学史,92,外语戏剧表演,98,跨文化交际,95,外语文学鉴赏,92,0,1,1,0,0,E,D,E,C,D,E,D,E,C,D,D,E,B,E,E,D,D,A,B,B,A,A,E,A,B,A,C,B,D,A,B,A,C,B,B,C,A,2,4,3,3,3,1.051273635,1.062333328,-1.290031786,-0.816291159
RESP_942,女,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,文本润色、翻译与内容总结,中立,一般,经常会,没有提升,分子生物学,82,基因工程,90,分析化学,87,药物化学,88,1,0,1,1,0,C,D,E,D,D,D,D,D,E,D,C,D,D,C,E,D,A,C,E,B,C,E,E,D,E,D,E,A,D,C,C,E,D,A,C,C,B,3,3,3,4,1,1.08082306,0.612560684,1.391971657,-0.258028845
RESP_943,女,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,比较弱,有时会,提升较大,抽象代数,80,金融数学,89,复变函数,87,时间序列分析,88,0,1,0,0,1,C,C,B,E,B,E,C,D,D,E,E,D,E,E,E,E,D,C,C,A,B,B,B,D,A,A,A,A,A,A,B,A,B,A,D,A,A,4,4,2,3,4,1.043485822,1.659026191,-0.379583381,-1.964218639
RESP_944,女,2022级,数学与统计类,较少使用（1-7小时）,编程辅助与代码调试,比较积极,比较强,经常会,没有提升,微分方程,84,数学史,92,线性代数,88,金融数学,89,1,1,1,0,1,D,C,D,B,C,B,C,C,C,E,B,D,D,B,C,B,C,E,C,A,B,A,B,B,B,D,B,C,C,C,D,B,D,C,D,C,C,2,4,4,4,1,0.275555989,-0.372180245,-1.197053733,0.142706846
RESP_945,男,2023级,外语类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,一般,经常会,提升较大,传播学理论,79,文化创意产业,88,古代汉语,85,跨文化沟通,86,0,0,1,1,0,A,C,D,D,E,B,C,B,B,E,E,C,E,C,E,D,C,C,C,E,C,C,C,E,E,E,B,C,B,D,A,B,B,C,B,D,E,4,5,3,4,4,0.043631641,1.404525844,0.858412709,-0.373857014
RESP_946,女,2022级,数学与统计类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,一般,从不,提升较大,翻译理论与实践,80,商务外语,88,语言测试学,84,外语影视配音,86,1,1,1,0,1,D,A,C,B,B,B,B,B,A,E,E,D,E,E,D,D,C,B,D,C,D,D,B,D,D,B,D,B,D,B,A,B,C,B,A,B,C,3,4,3,1,4,-0.630750967,0.931059815,0.161454665,-0.41965008
RESP_947,女,2024级,外语类,几乎不用（少于1小时）,解答课程疑难问题,中立,非常弱,很少会,提升较小,算法设计与分析,82,数据可视化,91,操作系统,88,Web开发技术,89,0,0,1,0,1,D,E,B,B,B,C,B,B,B,A,B,B,A,B,B,B,A,D,E,D,D,E,D,C,B,A,B,B,A,A,B,B,B,B,B,B,B,1,3,1,2,2,-0.492080331,-0.508182043,0.604856724,-0.726961662
RESP_948,男,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,编程辅助与代码调试,比较消极,比较弱,有时会,提升较大,经济法,85,公共关系学,93,社会调查研究方法,88,创新创业管理,90,0,1,0,1,1,C,B,B,C,C,D,B,C,C,C,B,A,B,A,A,A,C,C,C,B,D,E,E,E,C,A,A,C,A,A,B,B,C,B,A,B,A,2,2,2,3,4,-1.261063078,-1.126602154,0.614487994,-1.300369694
RESP_949,男,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,比较强,从不,提升较小,高等数学,80,图论及其应用,88,偏微分方程,84,时间序列分析,86,0,1,1,1,1,C,B,B,B,C,C,C,D,B,C,C,D,C,C,B,E,C,D,B,D,D,B,B,C,A,B,B,C,D,C,C,B,B,C,A,A,B,2,2,4,1,2,-0.142624808,-0.014315079,0.501972494,-0.700743088
RESP_950,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,中立,一般,从不,提升非常大,语言学概论,75,外语文学鉴赏,83,外语教学法,79,外语写作技巧,81,1,1,0,1,1,C,B,C,C,C,C,A,C,A,B,A,B,E,B,C,D,B,E,D,D,D,E,D,E,E,C,E,C,B,C,D,D,E,D,D,E,D,2,3,3,1,5,-0.250190395,-0.196508799,2.603712035,0.609842585
RESP_951,女,2021级及以前,数学与统计类,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,总是会,提升较大,数理逻辑,88,优化方法,96,实变函数,92,运筹学,92,1,0,1,0,0,C,B,D,B,C,D,B,C,B,B,B,C,A,C,B,B,A,E,C,E,E,E,C,D,D,D,E,D,E,E,E,E,C,E,D,E,E,4,4,3,5,4,-0.508269062,-0.95740297,1.464532792,1.479068426
RESP_952,女,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,中等使用（8-15小时）,搜集和概括文献资料,中立,一般,总是会,提升较大,流体力学,79,工业设计,87,热力学与统计物理,82,工程项目管理,85,1,0,1,0,1,C,C,A,C,B,B,C,D,B,D,C,B,A,D,B,E,C,C,B,D,B,C,B,B,B,A,B,D,B,D,C,A,C,E,A,C,B,3,3,3,5,4,0.197053498,-0.381155745,-1.006527431,0.094664816
RESP_953,男,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,非常强,很少会,提升较大,电磁场与电磁波,77,工业设计,85,信号与系统,83,质量控制,84,1,1,0,1,0,D,B,C,D,C,C,B,B,D,C,A,C,C,C,E,C,C,D,A,C,B,C,C,A,B,C,D,C,E,D,B,D,D,B,D,C,D,3,4,5,2,4,-0.270823991,0.139272611,-0.585839717,0.401424044
RESP_954,女,2021级及以前,外语类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较积极,一般,从不,一般,数值分析,82,贝叶斯统计,90,实变函数,85,运筹学,87,0,1,0,1,1,A,A,B,C,B,E,D,C,E,E,E,D,D,E,D,E,E,A,B,B,A,D,A,A,A,D,E,E,E,E,E,D,E,E,D,E,D,2,4,3,1,3,-0.678287499,1.526159227,-2.069807275,1.418673232
RESP_955,男,2023级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,一般,很少会,一般,外语教学法,88,旅游外语,95,跨文化交际,93,外语写作技巧,92,0,0,1,1,0,C,C,C,E,E,C,C,B,D,E,E,A,E,E,E,E,E,B,C,A,B,A,B,C,A,B,B,D,E,B,C,A,B,D,D,C,D,2,2,3,2,3,-0.052031454,0.445849401,-0.949777854,0.06228758
RESP_956,女,2023级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,编程辅助与代码调试,中立,一般,很少会,没有提升,生物化学,80,环境法学,89,物理化学,87,环境与健康,87,0,1,1,0,1,C,E,E,C,E,D,C,D,E,C,C,A,B,A,C,D,D,A,A,A,A,A,A,D,C,B,B,C,A,C,C,C,B,D,B,B,E,2,3,3,2,1,1.461878674,-0.159624184,-1.712117068,-0.334973579
RESP_957,女,2021级及以前,数学与统计类,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,很少会,提升非常大,抽象代数,82,贝叶斯统计,90,数理逻辑,86,数学建模,86,0,1,1,1,1,C,B,E,D,D,E,D,C,D,E,D,E,E,D,E,D,E,C,C,C,C,D,C,D,C,C,C,B,C,D,E,B,C,E,D,E,D,4,5,3,2,5,0.835181571,1.741249958,0.403337122,1.293566422
RESP_958,男,2024级,经管与社科类（含经济、管理、法律、社会学等）,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,非常积极,非常强,有时会,一般,美学原理,83,创意写作,91,西方哲学史,87,新媒体研究,88,1,0,0,0,1,B,D,B,A,D,B,D,B,B,C,C,C,E,D,C,B,E,D,D,E,D,C,C,A,A,B,D,C,C,B,B,D,C,D,A,A,A,3,5,5,3,3,-0.606214259,0.660116486,-0.184789296,-0.024687249
RESP_959,男,2022级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,解答课程疑难问题,比较积极,非常强,从不,提升较大,翻译理论与实践,77,外语影视配音,85,高级英语,83,外语媒体研究,84,1,0,1,0,1,B,C,C,C,B,D,C,A,C,E,E,D,E,E,E,D,D,E,A,B,C,C,D,B,B,E,E,E,A,E,A,E,A,A,E,E,A,3,4,5,1,4,0.114020011,1.00251556,-0.558058796,0.581338552
RESP_960,女,2021级及以前,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,编程辅助与代码调试,中立,一般,有时会,提升较大,编译原理,82,区块链技术,89,数据库原理,85,数据可视化,86,1,0,1,1,0,C,C,B,D,C,D,C,D,C,B,A,B,C,B,D,C,A,C,D,E,E,D,D,C,E,A,D,C,E,D,E,D,C,C,E,E,E,3,3,3,3,4,0.003026129,-0.404175238,0.831114781,1.403905756
RESP_961,女,2022级,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,中立,一般,有时会,提升较大,高等数学,76,运筹学,84,实变函数,81,优化方法,84,0,0,1,1,0,B,D,B,C,B,B,B,A,C,C,D,B,D,B,C,B,A,D,E,C,C,C,D,B,B,C,D,D,D,C,D,D,C,D,D,C,E,4,3,3,3,4,-0.429688485,-0.633791635,0.0998223,1.239601375
RESP_962,女,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,非常强,经常会,提升较大,生物化学,79,生物信息学,87,细胞生物学,84,生物技术导论,86,0,1,1,1,1,C,D,E,D,C,D,E,A,B,E,D,D,E,E,C,D,D,B,C,E,A,D,E,C,B,C,D,D,B,D,E,E,E,E,D,E,E,3,4,5,4,4,0.633349447,1.647537146,-0.100479308,2.166099624
RESP_963,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,解答课程疑难问题,比较积极,非常强,从不,没有提升,数值分析,81,数据科学导论,90,线性代数,87,精算学基础,89,0,1,1,0,0,C,B,B,B,C,B,D,C,D,B,B,C,B,B,E,B,B,D,C,D,B,B,B,D,D,D,A,C,B,B,A,A,A,A,B,E,A,2,4,5,1,1,-0.404525398,-0.536148897,0.331145099,-1.305129977
RESP_964,女,2024级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,一般,经常会,提升非常大,商法,82,品牌管理,90,会计学原理,86,创新创业管理,88,0,1,0,1,1,C,E,C,D,E,E,B,E,B,B,B,D,C,C,D,C,C,C,C,D,C,C,D,C,C,A,E,E,A,A,E,E,E,E,E,E,E,3,4,3,4,5,0.671030275,-0.244751547,0.345527983,1.765473221
RESP_965,男,2021级及以前,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,非常强,经常会,提升较大,民法总论,88,消费者行为学,96,会计学原理,92,创新创业管理,92,1,0,1,1,0,E,A,D,C,C,D,D,B,E,D,E,C,E,D,D,E,E,E,D,E,D,E,E,E,D,D,C,B,B,B,C,A,E,D,C,E,D,4,4,5,4,4,-0.266421349,1.304725109,1.647093828,0.349007129
RESP_966,女,2024级,外语类,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,非常消极,比较弱,有时会,提升较大,外语教学法,74,外语演讲与辩论,83,文体学,80,外语写作技巧,82,0,0,1,1,1,C,C,C,C,A,E,E,C,D,A,A,D,A,B,B,B,A,D,B,D,C,D,D,C,C,C,D,B,B,C,B,C,C,A,B,E,D,2,1,2,3,4,0.671945544,-1.718302231,-0.425258682,-0.50965005
RESP_967,男,2023级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,比较积极,非常强,很少会,提升较大,语用学,80,外语戏剧表演,89,语言测试学,86,商务外语,87,1,1,0,1,1,E,A,E,A,A,E,A,E,E,A,B,C,B,B,D,B,D,C,E,C,D,B,D,D,D,D,B,A,C,B,B,C,D,D,E,D,C,3,4,5,2,4,0.466758714,0.355936391,0.874450616,0.083114664
RESP_968,男,2022级,物理与工程类（含物理、机械、电子、电气等）,中等使用（8-15小时）,搜集和概括文献资料,比较积极,比较强,很少会,一般,高级英语,82,外语文学鉴赏,90,语法理论,88,外语戏剧表演,89,1,1,1,0,0,A,C,D,B,B,D,D,C,B,D,E,A,B,D,C,C,D,E,D,C,D,C,A,E,A,C,D,E,C,B,C,B,D,A,A,C,D,3,4,4,2,3,-0.238793935,-0.059957641,0.743960569,0.142060706
RESP_969,男,2023级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,编程辅助与代码调试,比较积极,一般,很少会,一般,社会调查研究方法,80,公共关系学,88,社会学理论,86,品牌管理,88,1,1,1,0,0,C,D,D,C,E,C,C,D,D,B,C,D,C,C,B,D,D,C,E,D,D,C,E,E,D,D,D,E,C,C,A,D,D,E,D,E,C,4,4,3,2,3,0.279834923,0.013909537,1.008831954,0.545044396
RESP_970,女,2021级及以前,外语类,频繁使用（16小时以上）,文本润色、翻译与内容总结,比较积极,一般,很少会,提升较大,电磁场与电磁波,83,工业设计,90,电子技术,86,科技创新方法,87,1,1,0,0,0,A,E,E,E,E,A,E,E,E,A,B,B,B,A,C,B,A,B,B,D,D,C,A,E,C,A,A,B,C,A,C,A,C,B,B,C,D,4,4,3,2,4,-0.166927462,-2.836993693,0.080887119,-1.217497758
RESP_971,男,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,文本润色、翻译与内容总结,中立,一般,有时会,没有提升,中国文学史,79,媒介素养,87,古代汉语,85,公共演讲,86,0,0,1,1,1,D,E,E,D,D,E,E,E,E,B,C,A,E,B,D,A,C,B,C,D,D,E,C,B,E,D,B,B,B,C,A,A,A,C,D,B,A,2,3,3,3,1,1.764956308,-0.375343092,1.065415025,-0.565627298
RESP_972,女,2021级及以前,外语类,中等使用（8-15小时）,文本润色、翻译与内容总结,比较积极,比较强,经常会,一般,材料科学基础,78,药物分析,86,化工原理,85,环境与健康,85,1,1,0,0,0,D,D,B,B,A,D,B,C,B,C,B,D,C,D,E,B,D,C,A,D,C,B,C,B,A,C,B,D,B,E,C,D,E,E,E,C,C,3,4,4,4,3,-0.214247668,0.375444329,-1.098293397,0.661383088
RESP_973,女,2023级,生化环材类（包含环境工程、化学、生物学、材料等）,几乎不用（少于1小时）,生成创意、获取灵感和写作大纲,中立,一般,很少会,提升较小,概率论与数理统计,82,数据科学导论,90,数值分析,88,统计软件应用,88,1,0,1,1,0,B,E,C,A,D,C,B,B,B,E,E,C,D,E,C,D,E,C,A,B,D,D,B,C,B,C,D,E,E,C,D,C,C,C,C,C,B,1,3,3,2,2,-0.153949285,1.262959462,-0.330025733,1.011934849
RESP_974,男,2022级,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常消极,非常弱,从不,提升较大,社会学理论,88,项目管理,93,宏观经济学,90,社会心理学,90,1,1,1,0,1,D,C,D,C,C,A,B,A,B,C,D,C,E,C,D,D,C,B,C,C,C,E,C,E,C,B,B,A,A,C,D,B,B,A,D,D,B,4,1,1,1,4,-0.348541821,1.286388959,0.454047336,-0.773333837
RESP_975,女,2024级,信息类（含计算机、电信、通信工程等）,频繁使用（16小时以上）,解答课程疑难问题,比较积极,一般,总是会,提升较大,社会学理论,89,创新创业管理,96,民法总论,91,消费者行为学,92,0,0,1,1,0,B,E,B,E,E,A,E,B,E,B,C,C,D,C,C,C,B,D,C,C,C,E,D,E,B,E,E,D,B,D,E,D,C,C,D,D,E,4,4,3,5,4,2.40863012,0.110114093,0.677828655,0.496780183
RESP_976,女,2023级,数学与统计类,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,比较积极,一般,从不,一般,电子技术,82,可持续工程,90,信号与系统,86,智能制造导论,88,1,0,1,0,1,E,A,A,A,E,E,E,E,E,C,D,D,E,C,C,A,C,E,D,D,D,D,D,E,E,A,B,C,C,C,A,C,B,A,A,B,A,4,4,3,1,3,0.213087399,-0.263618279,1.270653837,-1.001674622
RESP_977,女,2021级及以前,经管与社科类（含经济、管理、法律、社会学等）,几乎不用（少于1小时）,搜集和概括文献资料,比较消极,一般,有时会,没有提升,文艺理论,79,艺术批评,86,古代汉语,82,传播心理学,84,0,1,0,0,1,D,C,C,D,A,C,D,B,C,E,D,D,C,B,D,D,D,E,A,B,A,A,A,B,D,D,A,E,E,D,E,D,E,E,D,D,E,1,2,3,3,1,0.347988368,0.242109207,-1.54933439,1.433067651
RESP_978,男,2022级,物理与工程类（含物理、机械、电子、电气等）,频繁使用（16小时以上）,编程辅助与代码调试,非常积极,非常弱,有时会,提升非常大,语言测试学,89,外语演讲与辩论,97,文体学,94,外语影视配音,92,0,1,0,0,1,D,E,E,E,D,E,D,C,B,C,E,A,E,D,D,B,C,C,E,B,C,C,D,C,D,E,D,E,D,D,B,C,E,D,C,B,B,4,5,1,3,5,1.112793912,0.179104203,0.495192168,0.633493387
RESP_979,男,2024级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,解答课程疑难问题,非常积极,一般,很少会,提升较大,传播学理论,82,纪录片研究,90,新闻学原理,87,创意写作,89,1,0,0,0,1,E,E,E,D,B,A,D,B,D,B,E,E,D,E,D,E,E,A,B,D,B,B,C,B,C,A,C,A,A,A,C,A,A,A,C,A,C,4,5,3,2,4,0.629379835,2.10975515,-0.101985825,-1.126834094
RESP_980,女,2024级,信息类（含计算机、电信、通信工程等）,较少使用（1-7小时）,编程辅助与代码调试,比较积极,比较弱,从不,没有提升,传播学理论,82,纪录片研究,91,世界历史概论,88,创意写作,89,1,0,0,0,1,A,B,C,A,A,D,A,C,A,C,B,B,C,A,C,A,D,D,E,E,C,C,E,E,E,C,E,B,E,A,C,C,C,D,D,D,D,2,4,2,1,1,-0.618809398,-0.33307629,1.833697893,-0.113588398
RESP_981,男,2024级,信息类（含计算机、电信、通信工程等）,中等使用（8-15小时）,编程辅助与代码调试,比较积极,一般,经常会,提升非常大,微分方程,79,多元统计分析,87,复变函数,84,运筹学,86,1,0,1,0,0,A,A,B,A,A,C,A,A,B,D,D,C,B,E,D,D,B,D,E,E,E,E,E,E,D,E,E,D,E,E,E,E,E,E,E,C,E,3,4,3,4,5,-2.405005065,0.101311126,1.543237404,1.320724878
RESP_982,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,搜集和概括文献资料,中立,比较强,很少会,提升非常大,词汇学,78,外语写作技巧,86,语言测试学,84,外语文学鉴赏,86,0,1,0,0,1,B,C,B,A,A,C,E,C,A,C,A,B,A,A,A,B,A,B,C,B,D,B,A,C,B,E,E,E,D,C,B,E,E,E,D,E,D,2,3,4,2,5,-1.295662323,-1.670932013,-0.731652785,1.479241742
RESP_983,男,2022级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,搜集和概括文献资料,比较积极,一般,很少会,提升非常大,概率论与数理统计,82,数据科学导论,90,抽象代数,86,贝叶斯统计,87,1,0,0,1,1,D,E,C,D,D,D,D,B,B,B,D,D,D,C,D,C,E,D,C,D,D,E,D,C,E,E,E,C,E,E,E,E,D,D,C,C,E,4,4,3,2,5,-0.086364525,0.550204379,1.200427937,1.05402817
RESP_984,女,2023级,物理与工程类（含物理、机械、电子、电气等）,较少使用（1-7小时）,解答课程疑难问题,中立,比较强,从不,一般,第二语言习得,77,外语影视配音,84,外语教学法,80,外语戏剧表演,83,0,1,0,0,1,D,E,E,B,E,E,C,B,C,C,D,B,B,E,D,D,D,E,D,E,D,E,E,E,E,C,C,E,E,E,D,D,E,E,E,E,E,2,3,4,1,3,0.916587906,0.652913328,2.659231205,1.667115975
RESP_985,男,2021级及以前,生化环材类（包含环境工程、化学、生物学、材料等）,几乎不用（少于1小时）,文本润色、翻译与内容总结,非常积极,一般,有时会,一般,古典文献学,80,影视鉴赏,87,世界历史概论,84,创意写作,85,1,1,1,0,1,C,C,C,A,B,C,B,E,D,E,D,E,D,E,C,D,D,A,B,D,B,D,C,A,E,D,E,C,C,D,C,E,E,E,D,E,C,1,5,3,3,3,0.074285599,1.387148143,-0.52723883,1.030408964
RESP_986,女,2022级,生化环材类（包含环境工程、化学、生物学、材料等）,较少使用（1-7小时）,文本润色、翻译与内容总结,比较消极,比较弱,总是会,一般,统计学,81,社会心理学,89,管理学原理,87,消费者行为学,88,1,1,0,1,1,E,A,B,D,C,C,B,A,C,A,C,C,B,A,D,A,A,C,B,D,B,D,B,B,B,C,B,A,B,E,C,C,C,A,D,C,C,2,2,2,5,3,-0.002279222,-1.30069747,-0.35656246,-0.096388831
RESP_987,女,2022级,人文与艺术类（含文学、历史、哲学、新闻等）,较少使用（1-7小时）,生成创意、获取灵感和写作大纲,比较消极,一般,很少会,提升较小,细胞生物学,90,药物分析,98,生物化学,94,生物技术导论,92,1,1,1,1,0,B,D,E,C,A,C,B,A,C,B,B,A,B,B,A,C,D,B,D,D,B,D,B,B,B,D,D,E,C,D,C,D,C,A,D,C,E,2,2,3,2,2,0.372831863,-0.799207459,0.175736627,0.25201487
RESP_988,女,2022级,外语类,中等使用（8-15小时）,生成创意、获取灵感和写作大纲,中立,一般,很少会,没有提升,线性代数,79,贝叶斯统计,87,抽象代数,84,精算学基础,86,1,0,0,1,0,A,B,D,A,C,C,B,B,E,B,B,B,B,B,B,C,B,B,D,E,D,C,C,E,C,C,B,C,B,B,C,C,B,D,C,D,C,3,3,3,2,1,0.268293554,-0.475500234,-0.088375116,-0.442361447
RESP_989,女,2021级及以前,人文与艺术类（含文学、历史、哲学、新闻等）,频繁使用（16小时以上）,生成创意、获取灵感和写作大纲,非常积极,一般,有时会,提升较大,新闻学原理,79,媒介素养,87,中国文学史,85,文化遗产保护,86,0,1,0,0,1,B,B,A,B,B,C,A,C,C,D,B,C,B,C,D,D,C,C,D,C,E,D,B,D,D,A,A,A,A,B,B,B,B,A,C,B,A,4,5,3,3,4,-0.234921274,0.439354079,1.181475171,-1.031401356
RESP_990,女,2023级,经管与社科类（含经济、管理、法律、社会学等）,频繁使用（16小时以上）,文本润色、翻译与内容总结,非常积极,比较强,很少会,提升较小,分析化学,86,环境与健康,93,化工原理,89,生物技术导论,90,1,0,0,1,1,A,C,E,C,D,E,B,C,C,C,E,E,C,C,B,E,C,B,B,B,C,B,A,B,B,E,A,E,D,C,C,E,E,D,C,D,D,4,5,4,2,2,0.383014731,0.835274358,-1.187448904,0.45638996
